id	sys	dp	dpe	name	dsc
209	sdku	A_KP_3_ZDV_1	AlmMuf	sdku:A_KP_3_ZDV_1.AlmMuf	КП 3 Задв.1 Авария муфты
210	sdku	A_KP_3_ZDV_1	AlmU	sdku:A_KP_3_ZDV_1.AlmU	КП 3 Задв.1 Авария питания
211	sdku	A_KP_3_ZDV_2	Pin	sdku:A_KP_3_ZDV_2.Pin	КП 3 Задв.2 Давление на входе
212	sdku	A_KP_3_ZDV_2	Pout	sdku:A_KP_3_ZDV_2.Pout	КП 3 Задв.2 Давление на выходе
213	sdku	A_KP_3_ZDV_2	ToOpen	sdku:A_KP_3_ZDV_2.ToOpen	КП 3 Задв.2 Открыть
214	sdku	A_KP_3_ZDV_2	ToClose	sdku:A_KP_3_ZDV_2.ToClose	КП 3 Задв.2 Закрыть
215	sdku	A_KP_3_ZDV_2	Opened	sdku:A_KP_3_ZDV_2.Opened	КП 3 Задв.2 Открыта
216	sdku	A_KP_3_ZDV_2	Closed	sdku:A_KP_3_ZDV_2.Closed	КП 3 Задв.2 Закрыта
217	sdku	A_KP_3_ZDV_2	SetTimeOpen	sdku:A_KP_3_ZDV_2.SetTimeOpen	КП 3 Задв.2 Уставка на открытие
218	sdku	A_KP_3_ZDV_2	SetTimeClose	sdku:A_KP_3_ZDV_2.SetTimeClose	КП 3 Задв.2 Уставка на закрытие
219	sdku	A_KP_3_ZDV_2	AlmMuf	sdku:A_KP_3_ZDV_2.AlmMuf	КП 3 Задв.2 Авария муфты
220	sdku	A_KP_3_ZDV_2	AlmU	sdku:A_KP_3_ZDV_2.AlmU	КП 3 Задв.2 Авария питания
221	sdku	A_KP_3_ZDV_3	Pin	sdku:A_KP_3_ZDV_3.Pin	КП 3 Задв.3 Давление на входе
222	sdku	A_KP_3_ZDV_3	Pout	sdku:A_KP_3_ZDV_3.Pout	КП 3 Задв.3 Давление на выходе
223	sdku	A_KP_3_ZDV_3	ToOpen	sdku:A_KP_3_ZDV_3.ToOpen	КП 3 Задв.3 Открыть
224	sdku	A_KP_3_ZDV_3	ToClose	sdku:A_KP_3_ZDV_3.ToClose	КП 3 Задв.3 Закрыть
225	sdku	A_KP_3_ZDV_3	Opened	sdku:A_KP_3_ZDV_3.Opened	КП 3 Задв.3 Открыта
226	sdku	A_KP_3_ZDV_3	Closed	sdku:A_KP_3_ZDV_3.Closed	КП 3 Задв.3 Закрыта
227	sdku	A_KP_3_ZDV_3	SetTimeOpen	sdku:A_KP_3_ZDV_3.SetTimeOpen	КП 3 Задв.3 Уставка на открытие
228	sdku	A_KP_3_ZDV_3	SetTimeClose	sdku:A_KP_3_ZDV_3.SetTimeClose	КП 3 Задв.3 Уставка на закрытие
229	sdku	A_KP_3_ZDV_3	AlmMuf	sdku:A_KP_3_ZDV_3.AlmMuf	КП 3 Задв.3 Авария муфты
230	sdku	A_KP_3_ZDV_3	AlmU	sdku:A_KP_3_ZDV_3.AlmU	КП 3 Задв.3 Авария питания
231	sdku	A_KP_3_ZDV_4	Pin	sdku:A_KP_3_ZDV_4.Pin	КП 3 Задв.4 Давление на входе
232	sdku	A_KP_3_ZDV_4	Pout	sdku:A_KP_3_ZDV_4.Pout	КП 3 Задв.4 Давление на выходе
233	sdku	A_KP_3_ZDV_4	ToOpen	sdku:A_KP_3_ZDV_4.ToOpen	КП 3 Задв.4 Открыть
234	sdku	A_KP_3_ZDV_4	ToClose	sdku:A_KP_3_ZDV_4.ToClose	КП 3 Задв.4 Закрыть
235	sdku	A_KP_3_ZDV_4	Opened	sdku:A_KP_3_ZDV_4.Opened	КП 3 Задв.4 Открыта
236	sdku	A_KP_3_ZDV_4	Closed	sdku:A_KP_3_ZDV_4.Closed	КП 3 Задв.4 Закрыта
237	sdku	A_KP_3_ZDV_4	SetTimeOpen	sdku:A_KP_3_ZDV_4.SetTimeOpen	КП 3 Задв.4 Уставка на открытие
238	sdku	A_KP_3_ZDV_4	SetTimeClose	sdku:A_KP_3_ZDV_4.SetTimeClose	КП 3 Задв.4 Уставка на закрытие
239	sdku	A_KP_3_ZDV_4	AlmMuf	sdku:A_KP_3_ZDV_4.AlmMuf	КП 3 Задв.4 Авария муфты
240	sdku	A_KP_3_ZDV_4	AlmU	sdku:A_KP_3_ZDV_4.AlmU	КП 3 Задв.4 Авария питания
241	sdku	A_KP_3_ZDV_5	Pin	sdku:A_KP_3_ZDV_5.Pin	КП 3 Задв.5 Давление на входе
242	sdku	A_KP_3_ZDV_5	Pout	sdku:A_KP_3_ZDV_5.Pout	КП 3 Задв.5 Давление на выходе
243	sdku	A_KP_3_ZDV_5	ToOpen	sdku:A_KP_3_ZDV_5.ToOpen	КП 3 Задв.5 Открыть
244	sdku	A_KP_3_ZDV_5	ToClose	sdku:A_KP_3_ZDV_5.ToClose	КП 3 Задв.5 Закрыть
245	sdku	A_KP_3_ZDV_5	Opened	sdku:A_KP_3_ZDV_5.Opened	КП 3 Задв.5 Открыта
246	sdku	A_KP_3_ZDV_5	Closed	sdku:A_KP_3_ZDV_5.Closed	КП 3 Задв.5 Закрыта
247	sdku	A_KP_3_ZDV_5	SetTimeOpen	sdku:A_KP_3_ZDV_5.SetTimeOpen	КП 3 Задв.5 Уставка на открытие
248	sdku	A_KP_3_ZDV_5	SetTimeClose	sdku:A_KP_3_ZDV_5.SetTimeClose	КП 3 Задв.5 Уставка на закрытие
249	sdku	A_KP_3_ZDV_5	AlmMuf	sdku:A_KP_3_ZDV_5.AlmMuf	КП 3 Задв.5 Авария муфты
250	sdku	A_KP_3_ZDV_5	AlmU	sdku:A_KP_3_ZDV_5.AlmU	КП 3 Задв.5 Авария питания
251	sdku	A_KP_3_ZDV_6	Pin	sdku:A_KP_3_ZDV_6.Pin	КП 3 Задв.6 Давление на входе
252	sdku	A_KP_3_ZDV_6	Pout	sdku:A_KP_3_ZDV_6.Pout	КП 3 Задв.6 Давление на выходе
253	sdku	A_KP_3_ZDV_6	ToOpen	sdku:A_KP_3_ZDV_6.ToOpen	КП 3 Задв.6 Открыть
254	sdku	A_KP_3_ZDV_6	ToClose	sdku:A_KP_3_ZDV_6.ToClose	КП 3 Задв.6 Закрыть
255	sdku	A_KP_3_ZDV_6	Opened	sdku:A_KP_3_ZDV_6.Opened	КП 3 Задв.6 Открыта
256	sdku	A_KP_3_ZDV_6	Closed	sdku:A_KP_3_ZDV_6.Closed	КП 3 Задв.6 Закрыта
257	sdku	A_KP_3_ZDV_6	SetTimeOpen	sdku:A_KP_3_ZDV_6.SetTimeOpen	КП 3 Задв.6 Уставка на открытие
258	sdku	A_KP_3_ZDV_6	SetTimeClose	sdku:A_KP_3_ZDV_6.SetTimeClose	КП 3 Задв.6 Уставка на закрытие
259	sdku	A_KP_3_ZDV_6	AlmMuf	sdku:A_KP_3_ZDV_6.AlmMuf	КП 3 Задв.6 Авария муфты
260	sdku	A_KP_3_ZDV_6	AlmU	sdku:A_KP_3_ZDV_6.AlmU	КП 3 Задв.6 Авария питания
261	sdku	A_KP_3_ZDV_7	Pin	sdku:A_KP_3_ZDV_7.Pin	КП 3 Задв.7 Давление на входе
262	sdku	A_KP_3_ZDV_7	Pout	sdku:A_KP_3_ZDV_7.Pout	КП 3 Задв.7 Давление на выходе
263	sdku	A_KP_3_ZDV_7	ToOpen	sdku:A_KP_3_ZDV_7.ToOpen	КП 3 Задв.7 Открыть
264	sdku	A_KP_3_ZDV_7	ToClose	sdku:A_KP_3_ZDV_7.ToClose	КП 3 Задв.7 Закрыть
265	sdku	A_KP_3_ZDV_7	Opened	sdku:A_KP_3_ZDV_7.Opened	КП 3 Задв.7 Открыта
266	sdku	A_KP_3_ZDV_7	Closed	sdku:A_KP_3_ZDV_7.Closed	КП 3 Задв.7 Закрыта
267	sdku	A_KP_3_ZDV_7	SetTimeOpen	sdku:A_KP_3_ZDV_7.SetTimeOpen	КП 3 Задв.7 Уставка на открытие
268	sdku	A_KP_3_ZDV_7	SetTimeClose	sdku:A_KP_3_ZDV_7.SetTimeClose	КП 3 Задв.7 Уставка на закрытие
269	sdku	A_KP_3_ZDV_7	AlmMuf	sdku:A_KP_3_ZDV_7.AlmMuf	КП 3 Задв.7 Авария муфты
270	sdku	A_KP_3_ZDV_7	AlmU	sdku:A_KP_3_ZDV_7.AlmU	КП 3 Задв.7 Авария питания
271	sdku	A_KP_3_ZDV_8	Pin	sdku:A_KP_3_ZDV_8.Pin	КП 3 Задв.8 Давление на входе
272	sdku	A_KP_3_ZDV_8	Pout	sdku:A_KP_3_ZDV_8.Pout	КП 3 Задв.8 Давление на выходе
273	sdku	A_KP_3_ZDV_8	ToOpen	sdku:A_KP_3_ZDV_8.ToOpen	КП 3 Задв.8 Открыть
274	sdku	A_KP_3_ZDV_8	ToClose	sdku:A_KP_3_ZDV_8.ToClose	КП 3 Задв.8 Закрыть
275	sdku	A_KP_3_ZDV_8	Opened	sdku:A_KP_3_ZDV_8.Opened	КП 3 Задв.8 Открыта
276	sdku	A_KP_3_ZDV_8	Closed	sdku:A_KP_3_ZDV_8.Closed	КП 3 Задв.8 Закрыта
277	sdku	A_KP_3_ZDV_8	SetTimeOpen	sdku:A_KP_3_ZDV_8.SetTimeOpen	КП 3 Задв.8 Уставка на открытие
278	sdku	A_KP_3_ZDV_8	SetTimeClose	sdku:A_KP_3_ZDV_8.SetTimeClose	КП 3 Задв.8 Уставка на закрытие
279	sdku	A_KP_3_ZDV_8	AlmMuf	sdku:A_KP_3_ZDV_8.AlmMuf	КП 3 Задв.8 Авария муфты
280	sdku	A_KP_3_ZDV_8	AlmU	sdku:A_KP_3_ZDV_8.AlmU	КП 3 Задв.8 Авария питания
281	sdku	A_KP_3_ZDV_9	Pin	sdku:A_KP_3_ZDV_9.Pin	КП 3 Задв.9 Давление на входе
282	sdku	A_KP_3_ZDV_9	Pout	sdku:A_KP_3_ZDV_9.Pout	КП 3 Задв.9 Давление на выходе
283	sdku	A_KP_3_ZDV_9	ToOpen	sdku:A_KP_3_ZDV_9.ToOpen	КП 3 Задв.9 Открыть
284	sdku	A_KP_3_ZDV_9	ToClose	sdku:A_KP_3_ZDV_9.ToClose	КП 3 Задв.9 Закрыть
285	sdku	A_KP_3_ZDV_9	Opened	sdku:A_KP_3_ZDV_9.Opened	КП 3 Задв.9 Открыта
286	sdku	A_KP_3_ZDV_9	Closed	sdku:A_KP_3_ZDV_9.Closed	КП 3 Задв.9 Закрыта
287	sdku	A_KP_3_ZDV_9	SetTimeOpen	sdku:A_KP_3_ZDV_9.SetTimeOpen	КП 3 Задв.9 Уставка на открытие
288	sdku	A_KP_3_ZDV_9	SetTimeClose	sdku:A_KP_3_ZDV_9.SetTimeClose	КП 3 Задв.9 Уставка на закрытие
289	sdku	A_KP_3_ZDV_9	AlmMuf	sdku:A_KP_3_ZDV_9.AlmMuf	КП 3 Задв.9 Авария муфты
290	sdku	A_KP_3_ZDV_9	AlmU	sdku:A_KP_3_ZDV_9.AlmU	КП 3 Задв.9 Авария питания
291	sdku	A_KP_3_ZDV_10	Pin	sdku:A_KP_3_ZDV_10.Pin	КП 3 Задв.10 Давление на входе
292	sdku	A_KP_3_ZDV_10	Pout	sdku:A_KP_3_ZDV_10.Pout	КП 3 Задв.10 Давление на выходе
293	sdku	A_KP_3_ZDV_10	ToOpen	sdku:A_KP_3_ZDV_10.ToOpen	КП 3 Задв.10 Открыть
294	sdku	A_KP_3_ZDV_10	ToClose	sdku:A_KP_3_ZDV_10.ToClose	КП 3 Задв.10 Закрыть
295	sdku	A_KP_3_ZDV_10	Opened	sdku:A_KP_3_ZDV_10.Opened	КП 3 Задв.10 Открыта
296	sdku	A_KP_3_ZDV_10	Closed	sdku:A_KP_3_ZDV_10.Closed	КП 3 Задв.10 Закрыта
297	sdku	A_KP_3_ZDV_10	SetTimeOpen	sdku:A_KP_3_ZDV_10.SetTimeOpen	КП 3 Задв.10 Уставка на открытие
298	sdku	A_KP_3_ZDV_10	SetTimeClose	sdku:A_KP_3_ZDV_10.SetTimeClose	КП 3 Задв.10 Уставка на закрытие
299	sdku	A_KP_3_ZDV_10	AlmMuf	sdku:A_KP_3_ZDV_10.AlmMuf	КП 3 Задв.10 Авария муфты
300	sdku	A_KP_3_ZDV_10	AlmU	sdku:A_KP_3_ZDV_10.AlmU	КП 3 Задв.10 Авария питания
